Gene,SRR1174401,SRR1174402,SRR1174403,SRR1174404,SRR1174405,SRR1174406,SRR1174407,SRR1174408,SRR1174409,SRR1174410,SRR1174411,SRR1174412,SRR1174413,SRR1174414,SRR1174415,SRR1174416,SRR1174417
Cre12.g502500,3.502105,2.170602,3.623076,9.91076,11.686259,4.474603,2.165857,1.672021,2.818712,1.85792,0.961097,3.380094,3.028756,2.717278,2.029328,0.811145,2.49041
Cre12.g502550,2.209519,1.179939,1.297736,1.982208,2.453836,2.787581,3.278812,2.110909,2.529565,1.525242,0.957277,1.597249,1.910549,2.11874,1.924087,1.538157,2.255331
Cre12.g502600,5.813063,15.33928,3.414765,0.969188,0.799152,0.817299,0.978149,2.536592,3.963505,4.004042,2.903225,3.181586,5.221476,10.378076,16.444186,20.499349,19.05539
Cre12.g502650,0.154293,0.191006,0.253032,0.418393,0.603731,0.608349,0.707902,0.497261,0.452349,0.187424,0.384426,0.430377,0.446793,0.35831,0.427046,0.764768,0.526659
Cre12.g502678,1.613607,0.713414,3.307777,3.646319,3.726933,6.223846,2.847417,2.766165,2.534303,1.884704,1.914452,4.822402,4.571007,4.68404,3.077022,0,2.72523
Cre12.g502700,8.09585,15.459637,9.920245,8.057778,9.160362,9.863054,9.249891,4.041919,4.00505,2.677431,4.014782,3.654945,3.229632,3.918583,2.951833,2.705246,3.764758
Cre12.g502750,98.060966,93.175318,102.272211,100.428869,104.012637,69.48981,58.059862,33.325752,40.980023,44.00588,66.591442,45.987548,45.75616,39.951584,37.492639,42.635793,41.900917
Cre12.g502800,10.277394,6.305069,9.431562,1.740311,7.284725,11.130876,14.550801,5.353768,7.059297,5.546064,11.484608,4.140289,5.642186,6.036101,5.169753,2.961676,7.209294
Cre12.g502900,0.047214,0,0,0,0.051318,0.121407,0.072901,0.016188,0,0,0,0,0,0.027411,0.020579,0,0.025181
Cre12.g502901,0.02975,0.026306,0.045738,0.067226,0.052545,0.140247,0.160772,0.091798,0.124598,0.118143,0.242662,0.088909,0.131094,0.146809,0.085906,0.368642,0.092555
Cre12.g502950,3.289561,1.197735,2.082508,2.769353,3.706918,2.031766,2.560965,3.516213,2.73522,2.16973,1.807949,2.313208,2.192619,1.572787,1.91878,0,2.184462
Cre12.g503000,14.521028,9.630129,15.583922,25.736174,35.976169,12.007172,9.87286,8.902915,12.632996,10.066648,8.652184,12.693007,12.044756,10.19091,8.800446,11.64298,12.0725
Cre12.g503050,0.983458,0.405822,1.008008,1.349872,1.021425,0.992813,1.253371,0.996564,1.527439,0.464579,0.395421,0.776515,0.756672,0.98967,0.843026,0.541622,0.940243
Cre12.g503100,1.319803,0.495104,0.963322,1.83764,4.18399,3.479442,2.311318,1.995117,1.879183,1.681678,1.74381,1.806164,2.190362,1.741442,1.627723,0.99117,1.848631
Cre12.g503150,1.666323,0.669746,2.160778,1.977808,3.389042,2.829472,3.319134,1.796154,2.494834,1.7487,1.995718,1.630639,1.692647,1.744275,1.729081,0.312852,1.912082
Cre12.g503200,0.117215,0.069098,0.080094,0.117722,0.169869,0.401874,0.163748,0.013396,0.020455,0,0,0.038923,0,0.022684,0.025545,0,0.020838
Cre12.g503250,2.725778,2.607823,5.908248,5.116109,2.476998,2.10655,2.473988,1.332877,1.391929,0.417538,0.6627,1.869624,1.490864,1.426842,1.217294,1.107423,1.255161
Cre12.g503300,14.553548,10.557657,14.156127,18.619013,20.816505,28.655008,33.71778,10.599077,10.871272,7.982953,15.553649,9.140384,11.53831,12.327384,10.854846,11.196271,11.651555
Cre12.g503350,12.18167,12.532345,14.766819,11.99908,16.868798,16.665948,17.723965,9.075951,7.665191,6.047015,9.866848,8.206898,9.069433,8.704346,8.857837,5.805726,8.350251
Cre12.g503400,8.968574,3.838667,8.996876,5.605646,6.442534,5.111213,4.524778,2.944071,2.909584,1.950199,3.707263,2.582119,2.882958,2.464951,2.048125,3.546826,2.459491
Cre12.g503450,28.321819,21.289888,25.221767,55.456416,61.566704,25.128351,17.322407,11.438563,13.177849,12.53479,7.003738,11.783386,16.951996,15.017947,12.850491,4.93137,17.227614
Cre12.g503500,20.977529,16.857518,24.045857,42.102203,41.597131,24.491412,22.814422,14.251736,16.628486,12.796319,13.140168,18.893403,18.783112,15.643436,13.193936,11.289579,16.897589
Cre12.g503550,65.20839,64.819037,47.222876,13.526802,10.2394,15.707879,19.708415,26.04112,25.314806,20.768827,26.065177,18.525162,18.254398,21.022655,22.118656,18.239914,18.29189
Cre12.g503600,8.469504,9.87928,11.451442,18.460124,19.07227,22.241859,23.173517,15.47669,16.391717,15.196467,15.313391,13.613337,11.854356,10.618884,9.92604,4.465943,10.796219
Cre12.g503650,17.401892,11.648532,12.335386,7.717716,10.849231,12.302004,15.264251,4.990521,5.938768,4.729958,2.629031,3.753363,4.70947,6.27895,3.943097,6.045845,4.206853
Cre12.g503700,0,0.0929,0,0.158273,0.371123,0.090051,0.046348,0.036021,0.082503,0.024542,0.031162,0,0,0,0.022896,0,0.037355
Cre12.g503750,0.01512,0.053479,0.139477,0.296114,0.304031,0.090719,0.066703,0.020736,0.047494,0.028256,0.004485,0.015062,0,0.026334,0.014828,0,0.01344
Cre12.g503800,2.462843,1.473191,1.373529,0.600186,1.003836,0.822663,1.493938,3.750118,2.076258,1.480611,1.203185,1.623621,1.846776,1.577036,1.389201,0.897596,1.397234
Cre12.g503850,0.329816,0.097213,0.253537,0.993727,0.881266,0.318033,0.309189,0.72559,3.028879,1.996761,0.423917,0.419828,0.484451,0.398918,0.407309,0,0.478849
Cre12.g503900,36.497509,32.801866,34.955586,46.870791,133.641082,63.848572,17.948806,1.025684,0,0,0.177468,0.198681,0,0,0,0,0
Cre12.g503950,11.086159,7.121765,7.381033,10.563127,15.087859,7.4313,7.440609,13.319542,10.020424,8.079107,11.719737,9.879795,10.438421,10.617083,8.900147,4.696542,9.450173
Cre12.g504000,2.487279,1.61287,4.588866,3.497251,3.976333,3.85524,5.221228,2.956289,2.691129,1.336373,1.635353,1.817064,3.053238,2.864,2.294731,2.054737,2.601535
Cre12.g504050,3.44972,10.040912,5.451081,4.76388,3.476141,4.681711,7.648974,3.696103,6.960714,6.438478,3.783794,4.474731,3.913454,4.026453,3.704234,5.34339,4.84882
Cre12.g504100,4.036666,3.446326,2.282723,7.758757,4.406417,3.489789,5.710854,3.459976,3.425013,2.341168,1.589543,3.420422,3.023051,3.313305,2.768104,0,3.118007
Cre12.g504150,11.021674,9.894973,15.697122,12.835163,10.627463,10.914309,11.535557,8.910377,10.232519,7.551214,7.842011,9.974727,9.62227,7.590605,7.552088,4.413618,8.521125
Cre12.g504200,2653.557216,2633.580403,2782.844801,2840.170074,2649.854026,3525.164415,4884.974821,4215.715685,4086.480437,4134.651713,4115.895929,4222.346523,4200.098746,4430.296499,3560.552892,3140.281417,4217.792773
Cre12.g504250,4.910797,8.473918,6.629736,7.709299,9.94108,10.012194,10.443047,6.571295,6.502224,7.04265,5.416267,5.673159,6.282821,5.978898,5.115625,4.72637,6.218636
Cre12.g504300,1.915419,1.401685,1.624745,1.990038,1.875499,1.443625,1.733708,1.143582,1.020064,1.026036,1.136267,1.052762,0.893935,1.054511,0.878052,0,1.021567
Cre12.g504302,916.996483,1173.918868,1199.409058,278.350617,673.141278,1340.286142,1277.016462,492.711127,462.159696,471.585205,716.513169,386.309024,620.335891,675.405345,554.792416,339.192234,722.654932
Cre12.g504350,6.416631,5.673885,11.210475,24.605828,23.181688,25.968322,29.368951,18.624768,19.697613,16.471235,10.511078,17.433314,18.865476,17.102456,13.197411,12.649562,16.100066
Cre12.g504400,0.185246,0.104238,0.103566,0.355181,0.274563,0.317561,0.371467,0.386849,0.665645,0.409134,0.224779,0.341122,0.349842,0.342198,0.2826,0,0.670635
Cre12.g504450,0,0,0.179701,0,0,0,0.038673,0,0.045894,0.040956,0,0.058219,0,0,0.019105,0,0.155845
Cre12.g504500,0.384977,0,0,1.159928,2.929059,1.319908,0.424589,0,0,0,0,0,0,0,0.04195,0,0.205323
Cre12.g504550,0.526811,0.931662,0.539962,0,3.220864,1.919077,0.522915,0,0.20685,0.123064,0,0.087468,0,0,0.086108,0,0
Cre12.g504600,0.881661,1.559211,0,0,1.677005,0.755701,0.388951,0,0,0,0,0,0,0,0.192144,0,0
Cre12.g504650,0.696858,0,0.357127,0,2.272272,0.5973,0.537992,0,0,0,0,0,0,0,0.037967,0,0
Cre12.g504700,0.259678,0.22962,0,0.391202,2.893038,1.001605,0,0.089032,0.135949,0.121322,0,0.25869,0,0,0.028296,0,0.046165
Cre12.g504750,1.53991,0.340415,0.394588,0,2.301404,1.979862,0.084918,0,0,0,0,0,0,0.223505,0,0,0
Cre12.g504800,0,0,0.714254,0,2.36695,0.89595,0.307424,0,0,0,0,0,0,0,0,0,0
Cre12.g504850,0.881661,0,0.90367,1.328211,1.197861,0,0,0.302282,0,0.205957,0,0,0.555013,0,0.384287,0,0.313482
Cre12.g504900,2.324338,6.320715,0.881147,0.62357,1.090139,1.692063,3.139404,3.618846,6.375985,2.409887,0.86414,2.130465,3.257101,3.86345,4.208544,2.761833,3.936907
Cre12.g504950,5.608724,20.448382,93.483294,79.165056,35.170352,43.599643,54.092619,59.07979,44.745013,74.903423,68.668561,63.40962,72.515941,61.267454,52.851701,66.292654,59.259371
Cre12.g505000,0.192601,0.085153,0.263212,0.677019,0.566964,0.385198,0.304466,0.242125,0.235274,0.307444,0.104734,0.191868,0.181866,0.242272,0.223863,0,0.188323
Cre12.g505050,9.935978,26.089707,5.485292,2.433891,2.480383,3.089813,8.134101,16.485993,40.799963,19.898822,2.677563,6.129355,10.068673,14.022627,19.220001,8.508391,12.551585
Cre12.g505100,1.684276,4.340292,1.800307,0.942441,0.483818,0.608395,1.119853,1.295165,1.72574,1.950384,0.706541,1.318325,1.363199,1.941703,2.021457,1.19261,1.488594
Cre12.g505150,1.364588,0.757103,1.13812,0.947251,1.744928,2.281934,3.340498,1.88977,2.409347,1.893867,2.690406,1.212795,1.785414,1.732045,1.664801,0.994663,1.821847
Cre12.g505151,7.095012,6.273742,14.544255,21.377096,42.414135,48.65098,54.775262,48.651178,42.715991,41.435106,27.357922,42.408091,66.995551,41.191334,52.572276,0,49.192559
Cre12.g505200,6.357951,4.774236,6.568386,2.812638,6.389506,10.769472,13.701494,6.677965,8.889374,5.15114,10.566664,5.479203,6.41652,7.11878,6.240756,7.503275,8.683676
Cre12.g505250,5.407741,17.490105,6.141951,2.495384,3.058015,5.261528,5.10446,2.789456,2.882112,1.67296,3.757101,2.539894,2.545497,2.941568,2.245577,1.207385,3.637675
Cre12.g505300,4.731552,3.359303,5.203658,10.197757,25.587233,10.286942,3.63764,0.136173,0.031642,0.012102,0.015366,0.005734,0,0.020051,0.02258,0,0.02456
Cre12.g505350,42.456971,149.734844,62.943679,29.426777,27.097301,49.031129,44.938516,14.815546,20.323763,17.410878,16.183051,10.266161,13.169997,13.971583,10.12756,13.060104,20.017602
Cre12.g505400,4.091085,6.92049,9.480307,9.914663,6.210815,9.414475,13.96767,9.879522,8.101575,9.297133,3.402961,6.187109,10.161525,9.500604,8.760802,8.81645,8.632866
Cre12.g505450,0,0,0,0,0.718716,1.133551,0.194475,0,0,0.205957,0,0,0,0,0,0,0.156741
Cre12.g505500,0,0.308097,1.071381,0,2.84034,0.29865,0.461136,0,0,0,0,0,0,0,0,0,0.061944
Cre12.g505550,0.384977,0.68083,0,0.579964,1.987576,0.494966,0.594424,0.131991,0.201546,0,0,0,0,0,0.04195,0,0.068441
Cre12.g505600,0,1.148098,0,0.782404,3.739781,1.001605,0.343677,0,0.135949,0.181984,0,0.08623,0,0,0.056593,0,0
Cre12.g505650,31.981033,38.412921,32.933137,28.202358,41.331201,33.75072,32.273889,21.518261,22.067396,34.831081,26.268679,20.014202,19.660183,17.835609,16.378258,17.844302,19.222139
Cre12.g505700,17.543973,18.187892,20.229671,23.695663,22.870198,22.167389,24.586727,16.359858,19.200883,19.431572,20.92706,15.543674,14.995194,13.873299,12.871101,13.118708,13.833657
Cre12.g505750,41.674335,55.958009,58.534914,61.231698,60.534971,52.257721,48.912988,23.284547,27.339413,25.599917,27.926811,23.064311,19.432848,22.402559,17.715991,25.501557,23.781468
Cre12.g505800,2.950902,3.016156,3.138394,2.031545,3.112532,4.188331,5.844153,4.82476,6.603109,5.503559,3.25167,4.404242,4.114723,4.025094,3.533601,2.359099,4.340724
Cre12.g505850,94.542883,84.954339,65.608883,5.86049,10.410525,22.936586,38.509936,49.066306,58.382824,36.294864,44.790943,35.15231,27.08625,27.512701,26.538691,29.215109,29.801335
Cre12.g505900,6.038586,5.47309,3.19782,4.321101,11.33557,7.181526,5.794124,3.571368,4.017569,2.821243,2.000071,3.592655,3.357851,3.973248,3.021345,1.247117,4.267309
Cre12.g505950,16.044011,11.4253,19.708322,19.926497,12.546361,12.098487,13.980261,7.306361,5.530193,3.762207,3.342074,7.198433,6.59188,5.475012,4.897816,3.035252,5.443313
Cre12.g506000,40.967004,81.723735,66.593612,24.583843,42.881448,56.630557,43.954524,9.709989,7.681007,4.298516,10.803603,7.116172,9.271673,9.078408,6.423774,10.321734,12.923788
Cre12.g506050,8.308691,5.403551,9.91714,6.823751,7.166396,5.341243,6.118916,2.977324,3.458815,2.7799,2.877836,3.195129,3.171979,2.78533,2.666468,3.98543,3.306831
Cre12.g506200,1.038713,0,0.798482,0,2.9636,2.559657,2.577575,1.246447,1.903281,0.970579,0.69321,0.34492,0.490409,0.603043,0.396149,0,0.415489
Cre12.g506250,0.769955,0.340415,1.183763,0,3.138278,1.484897,0.424589,0,0,0.089931,0,0,0,0,0.04195,0,0
Cre12.g506300,1.045287,0.924292,0.357127,0.524904,1.798882,1.045275,0.076856,0.119461,0.091206,0.081393,0,0,0,0,0.037967,0,0
Cre12.g506350,0,0.779606,0,1.328211,2.395721,0.37785,0.194475,0,0,0,0,0,0,0,0,0,0
Cre12.g506400,4.754472,2.323333,1.154169,5.796013,11.686815,8.431945,7.706818,4.51493,3.569889,3.083518,1.14117,4.487097,4.843902,5.320825,3.940136,2.325589,5.649813
Cre12.g506450,0,0,0.90367,0,2.395721,1.511402,0.194475,0,0,0,0,0,0,0,0,0,0
Cre12.g506500,0,0,0.357127,0,1.041458,0.447975,0.153712,0,0,0,0.103348,0,0,0,0,0,0.061944
Cre12.g506550,2.755273,3.844356,3.759292,1.778907,1.774482,1.617874,1.404938,0.410988,0.238849,0.096127,0.222884,0.196056,0.360409,0.280453,0.251494,0,0.225831
Cre12.g506600,1.297446,1.091298,1.124413,1.334839,2.444938,2.16992,2.773471,3.15363,3.22505,2.419752,1.820932,1.915995,2.317453,2.296508,2.47815,2.091352,2.482868
Cre12.g506650,4.183506,3.354533,4.498203,4.760126,4.921185,3.477378,3.687084,2.678243,2.754559,2.745319,3.170396,2.464463,2.124061,2.129047,2.099845,0.724817,2.472349
Cre12.g506700,0.62949,1.012045,1.466374,1.724217,1.679403,2.428007,2.915893,1.530386,1.4081,1.564074,1.918056,1.368207,1.116759,1.395399,1.159856,2.836477,1.342925
Cre12.g506750,22.54421,10.041984,17.351878,69.515152,103.646991,59.037681,39.009231,10.754563,2.177055,2.258419,0.613587,1.724336,3.109433,2.598079,2.378368,1.046277,1.260912
Cre12.g506850,0,0.28302,0,0,0.043486,0.068585,0.0706,0.054869,0.670259,0.261689,0.237339,0.159425,0,0.185821,0.191823,0,0.170705
Cre12.g506851,4.384642,20.677896,8.988195,6.605409,6.619061,7.307657,6.770105,4.843952,4.973541,1.59329,4.335104,5.176839,6.74708,5.939688,4.990157,0,7.102106
Cre12.g506900,1.749201,1.155795,1.438234,0.666027,1.619179,1.169783,1.980061,0.698577,0.71449,0.336771,0.478921,0.49787,0.520317,0.65842,0.628368,0.476378,0.724462
Cre12.g507000,0.019222,0.033994,0.078807,0.057915,0.240265,0.065903,0.063599,0.013181,0.005032,0,0.011403,0.006383,0,0,0.016756,0,0.010252
Cre12.g507001,0.361885,0.319996,0.649108,1.499233,2.372318,0.794846,0.498901,0.077546,0.059205,0.010567,0.026835,0,0.056952,0.052525,0.069009,0,0.048252
Cre12.g507002,0.293453,0.155691,0.180467,1.061,1.562893,0.553362,0.258918,0.040245,0.076815,0,0.034817,0.019489,0,0.102222,0.044767,0,0.041736
Cre12.g507004,0,0.146625,0,0.249804,0.090115,0.071064,0.036576,0,0.043405,0.193677,0.245918,0.165188,0,0.096269,0.018069,0,0.029479
Cre12.g507005,7.945387,2.810273,8.143731,2.393925,14.249308,19.749746,15.773237,16.344684,12.478886,20.416582,14.140114,17.941016,19.006415,7.380533,9.869943,0,11.865226
Cre12.g507006,2.251188,2.352534,1.678098,5.549542,3.614658,5.26246,5.778196,4.560817,3.910672,5.115383,6.616559,6.456033,6.699216,5.821942,4.125585,0,4.475132
Cre12.g507007,0,0,0.248573,0,0,0,0,0,0.126965,0.169958,0.431602,0,0.305335,0,0,0,0.043115
Cre12.g507050,5.306196,2.785867,6.628362,22.732134,21.267187,23.166975,27.24914,23.820863,19.48898,14.990617,11.213849,17.730141,20.250537,22.430652,16.731657,24.656848,19.898425
Cre12.g507051,0.061346,0.021698,0.176056,0.517534,0.420069,0.389104,0.522319,0.525818,0.37576,0.214957,0.141927,0.24445,0.23943,0.2778,0.259365,0.608133,0.274832
Cre12.g507100,16.267028,0,0,36.759114,8.840422,31.371782,7.176315,16.731685,0,20.899996,26.537347,5.40171,46.081041,14.166161,18.611965,0,21.68958
Cre12.g507150,44.386009,28.873896,36.24386,7.41593,13.064152,26.511765,34.004694,26.666583,43.532346,35.149848,60.59472,25.554932,21.795299,28.38885,23.673448,20.333019,32.059606
Cre12.g507200,1.279761,1.463307,1.492633,2.792194,3.213663,4.444441,7.563365,6.331935,6.74033,6.391426,3.318145,3.626846,6.569972,5.277773,6.330622,4.921487,4.930804
Cre12.g507250,1.171034,0.535194,0.890086,1.46682,1.333593,0.896593,1.152215,1.330797,1.181363,0.949759,0.753223,0.926272,0.944248,0.847921,0.772793,0.652173,0.860814
Cre12.g507300,178.479312,197.91401,247.194824,401.292497,612.425938,989.681729,1186.164543,825.28406,673.889677,718.528706,630.241883,491.282753,582.77255,588.195341,428.561332,435.157126,474.370261
Cre12.g507333,17.351275,14.813746,20.237444,13.52042,14.307074,16.923718,19.400547,29.5397,31.480305,21.664086,21.296156,18.477338,16.195837,26.052377,25.818041,14.828131,31.59159
Cre12.g507350,1.495772,1.06315,1.621446,1.863058,1.626783,1.338488,1.518477,1.515113,1.464576,2.395638,1.341021,1.575936,1.590969,1.177506,1.198134,0,1.237091
Cre12.g507400,49.585223,40.982082,20.189139,8.459083,17.001572,24.433707,21.304736,24.446539,22.794037,28.662975,64.170173,48.439593,38.770088,32.375233,26.313241,26.506444,39.021546
Cre12.g507450,17.001285,21.189838,15.849083,17.562668,21.976712,24.842421,23.732893,16.51542,25.896623,15.186345,13.927624,13.253556,13.199691,14.147563,11.300724,8.025562,12.967877
Cre12.g507500,0.904021,1.488497,0.447319,0.892277,0.448943,0.748147,1.120809,0.480954,0.46512,0.62626,0.083217,0.155273,0.372851,0.235276,0.254763,0,0.160716
Cre12.g507550,3.902704,2.222204,2.606144,0.757192,1.261322,3.585887,5.791191,2.716669,3.211806,2.969856,5.244202,2.326822,2.010096,1.905317,1.717172,1.465462,2.317992
Cre12.g507556,0,0,0,0.049219,0,0,0.007207,0.022403,0,0.007632,0.009691,0,0.020567,0,0,0,0
Cre12.g507557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre12.g507558,7.335298,3.668969,7.518411,7.813509,3.060278,2.064022,2.386155,2.464135,3.200192,2.630882,1.010944,2.927875,2.285494,2.667024,2.349472,0,2.291994
Cre12.g507559,3.192536,1.032801,3.990527,1.876884,1.459943,4.104644,4.654623,3.897759,4.361895,3.747093,3.256549,3.775095,3.382226,3.254896,3.232746,1.929767,4.139089
Cre12.g507600,1.188797,0.386467,0.752586,0.790106,1.121103,0.734249,1.172291,0.845139,1.386599,1.184328,0.762259,0.986894,0.792379,0.730775,0.794382,0.433263,0.891995
Cre12.g507650,24.7651,17.064363,34.572866,17.871754,18.108412,30.90332,32.293545,20.055609,27.991117,19.871322,16.101922,21.621047,18.446256,18.440416,17.257787,18.968062,19.749097
Cre12.g507700,5.984558,3.975677,6.291774,6.35581,7.614844,5.507904,5.407059,3.46313,3.264745,2.875134,2.971666,3.091675,3.037127,2.926158,2.451878,2.035198,3.034852
Cre12.g507750,12.382819,23.054192,58.00514,29.712257,41.068853,46.770425,45.071255,18.995339,24.671352,21.683125,27.343588,18.089023,20.45985,20.044875,16.032646,10.609193,22.428618
Cre12.g507800,76.683126,40.550192,22.393052,4.888103,21.27781,3.522781,1.813136,4.079026,6.794763,9.701973,10.618622,24.063092,16.476709,11.930534,9.369478,0,11.863706
Cre12.g507850,1.139704,1.439685,2.33631,3.4339,2.892281,3.026579,2.262548,1.360658,0.953601,1.050683,0.760609,0.533893,0.61496,0.720753,0.780623,0,0.484831
Cre12.g507872,1.027659,0.475583,1.053313,1.027281,1.064781,1.066064,1.283811,1.010913,0.972939,0.765059,0.823284,0.905746,1.160828,1.260162,1.098877,0.714068,1.3301
Cre12.g507900,0,0.083462,0.145116,0.177743,0.39113,0.505644,0.088485,0.032361,0.006177,0.038586,0.013998,0,0.014855,0.0137,0.010285,0,0.00839
Cre12.g507909,1.643076,0.826908,1.531808,4.555556,8.573176,3.356033,1.617428,0.629259,0.704628,0.555321,0.318854,0.458543,0.781249,1.009731,0.739972,0.433194,0.641699
Cre12.g507950,5.568043,1.747057,6.811628,11.432288,14.056207,14.009761,18.749719,15.749498,12.906031,17.381157,14.490934,12.525159,15.631749,17.51874,13.685733,11.12843,14.704564
Cre12.g508000,44.085954,32.141173,44.958273,33.375186,25.879737,24.142044,27.306944,31.069887,34.824305,33.015133,39.328141,28.705795,27.296946,25.659505,20.84121,13.795203,27.085167
Cre12.g508050,17.472148,11.076556,16.944476,19.640616,36.274769,28.842411,22.691113,12.621653,15.580544,14.991777,14.937776,12.455748,12.687062,11.249127,9.958401,11.220894,13.702321
Cre12.g508100,6.218633,18.585114,6.275052,3.848989,3.458151,5.185581,4.317124,1.851115,2.195654,1.013498,2.688126,1.37666,1.578011,1.651239,1.528597,1.194698,2.13396
Cre12.g508150,48.597684,37.653345,47.749449,74.671636,81.418169,75.552037,75.626056,41.491887,41.34122,45.640569,51.177746,47.495995,49.479988,49.093617,41.031472,60.718136,46.520308
Cre12.g508200,13.203908,8.803714,14.297511,6.175997,13.049448,18.322504,21.009921,8.23261,12.264306,10.173711,16.518443,7.531535,8.513068,11.59137,8.951822,9.236382,12.229114
Cre12.g508233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre12.g508250,17.721192,12.168215,18.653055,18.56155,16.955536,11.807701,13.391112,7.766035,12.977773,11.099253,8.714724,8.260867,8.630358,9.315817,8.511076,8.011638,10.292562
Cre12.g508300,8.449808,1.358494,2.886914,0.771487,1.113237,2.084995,2.82401,2.721478,1.273491,1.196295,4.17717,2.210697,1.450698,1.189257,1.646189,0,1.866373
Cre12.g508302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre12.g508350,2.420844,1.3478,1.654184,1.755949,1.754164,2.881925,3.737903,5.748503,2.370467,2.115435,1.702039,2.828457,2.088364,2.706818,2.481598,2.222061,2.088122
Cre12.g508450,1.453143,1.235517,1.374848,1.51556,3.082946,1.616804,1.417739,1.034759,1.082621,0.68544,1.011234,0.816603,0.844399,0.600288,0.651649,1.385122,0.69056
Cre12.g508500,40.723786,36.116942,26.268728,41.649818,27.82353,24.33714,28.702206,18.044497,13.57593,13.953848,6.129338,15.117819,17.200743,15.886908,12.991586,11.002787,15.82866
Cre12.g508550,1.860806,2.235277,1.151552,0.052892,0.849083,2.377392,4.925447,4.237192,6.194335,5.355669,1.582907,1.399038,2.099667,1.916046,2.199824,0,2.459253
Cre12.g508642,8.133514,0,25.009662,61.26519,28.731372,45.314797,21.528944,8.365843,19.161532,20.899996,2.412486,16.205131,35.84081,18.888215,11.521693,0,5.783888
Cre12.g508643,4.408303,4.677634,9.940369,5.312843,12.936894,7.557009,7.584542,4.534224,9.000685,4.119142,3.661138,3.220455,6.660154,6.654226,3.746802,0,3.605047
Cre12.g508644,0.178183,0.181798,0.035121,0.030973,0.03352,0.132167,0.240355,0.260812,0.292409,0.204917,0.109768,0.204814,0.254535,0.179044,0.218804,0,0.260729
Cre12.g508650,0.440234,0.439182,0.68262,0.918286,0.898713,0.93851,0.814197,0.417977,0.404808,0.234684,0.140622,0.449804,0.426355,0.386655,0.375157,0.839253,0.417411
Cre12.g508700,9.07922,6.053061,13.146385,12.375091,8.693522,6.485086,7.581579,3.681073,4.187362,1.969424,1.709837,3.086674,3.265969,3.263062,2.803115,5.357378,3.087285
Cre12.g508750,1414.191615,1294.712274,1221.721797,837.118062,344.669163,262.554223,179.625987,288.926141,263.528339,228.182857,130.032891,332.516356,248.800087,157.918627,140.159877,136.156687,167.616153
Cre12.g508850,6.23035,3.070683,8.898358,13.386511,5.134393,5.646649,6.938995,13.972229,10.346728,6.298858,3.635385,8.411188,8.872852,8.894603,7.935364,7.59376,6.827349
Cre12.g508852,1.534086,0.697634,2.560737,2.641236,2.560678,4.076241,6.477684,5.169522,2.868344,5.180928,4.290247,3.434921,5.187297,6.336271,5.688375,3.258787,4.200028
Cre12.g508853,0.149946,0.13259,0.439113,0.774489,0.582067,0.94557,1.346624,0.903345,0.414934,1.250989,1.334271,1.209234,1.793459,1.5421,1.526549,0.530874,1.218624
Cre12.g508900,37.119195,50.952539,51.991662,33.532872,50.465743,35.390041,22.29488,9.845834,8.764509,6.005318,9.112961,7.453889,7.499494,8.408945,6.477089,1.553924,10.054605
Cre12.g509000,28.678451,41.005764,35.23154,30.640944,24.446744,24.058255,22.865783,11.064518,14.99621,9.977717,12.488018,13.350363,12.206268,12.08388,7.697997,13.441828,12.474907
Cre12.g509001,0,0,0,0,0,0,0,0,0,0,0.023495,0,0,0,0,0,0
Cre12.g509050,119.166135,107.64477,105.781525,36.067477,14.995878,18.608031,22.585832,32.787369,26.307238,21.54947,22.066133,30.138562,29.035738,26.778363,21.990772,13.408802,25.008747
Cre12.g509100,11.728422,24.974627,16.191825,13.341688,14.438806,14.258596,15.099856,5.580365,7.581207,6.038687,5.395649,4.689414,5.122996,5.558482,4.95555,0,6.723296
Cre12.g509150,2.962331,5.143263,2.349239,3.713499,7.585321,3.827203,2.909418,1.571662,2.496095,1.490082,1.879175,1.436038,1.279506,1.669619,1.493815,1.071756,1.833635
Cre12.g509200,9.466468,19.687297,12.451211,6.549096,7.429882,11.178552,11.318755,4.387861,4.79643,2.875742,4.037044,2.887147,2.966823,4.410891,2.457083,7.04828,4.622678
Cre12.g509250,5.776772,7.204697,8.439606,7.403735,9.746273,12.729699,12.409498,4.611532,1.974822,3.685843,3.107229,4.280305,5.237684,4.980652,3.635935,3.205197,4.161615
Cre12.g509300,5.967151,4.850915,6.510699,7.104556,6.381164,5.073398,5.816867,4.256722,3.577447,3.642215,3.796764,3.739248,3.756372,2.961447,3.46086,0,3.148291
Cre12.g509350,24.064937,60.062662,28.047264,17.152207,23.660376,27.585657,20.091285,11.82168,14.376692,12.406813,14.602024,9.709644,10.588067,9.764901,8.08537,4.809679,12.857758
Cre12.g509400,16.980256,11.616665,14.152314,8.549287,8.900193,11.471123,13.257029,7.415086,12.492271,10.741163,17.442275,6.706905,8.354465,10.195438,8.155868,5.537117,12.233846
Cre12.g509450,3.696307,3.050052,1.757259,2.71166,3.253078,4.296154,6.486593,6.102303,9.619896,8.931367,4.931366,4.107255,5.909611,5.968846,5.387188,2.855936,5.738196
